# dt=0.125 eps=0.5 size1_sp=32 size2_sp=32 size_v1=32 size_v2=32
# sp1 : from 0.0 to 12.566370614359172
# sp2 : from 0.0 to 12.566370614359172
# v1 : from -6.0 to 6.0
# v2 : from -6.0 to 6.0
# interpolation : Lagrange{Double64, true} order=5
# type=Double64 precision = 106
# timeopt=MPIOpt
# nb process : 8
typeof(data)=Array{Double64,4} size(data)=(32, 32, 32, 32)
#time	el-energy	kinetic-energy	global-energy
0.0	162.84847081532047	157.91363816690782	320.76210898222826
0.125	159.36500539107936	161.43461307073508	320.7996184618145
0.25	149.27436524017315	171.81515040182882	321.08951564200197
0.375	133.5987480877782	188.48728352761944	322.08603161539764
0.5	113.86841489450562	210.45471650293476	324.32313139744036
0.625	91.90800257092073	236.27476588948838	328.18276846040914
0.75	69.60874466934695	264.11053604517355	333.7192807145205
0.875	48.72279268227608	291.87325291129656	340.5960455935727
1.0	30.700484386654967	317.4412956027683	348.14177998942324
1.125	16.578241289049235	338.91718242863806	355.4954237176873
1.25	6.917816975624123	354.87301346187775	361.7908304375019
1.375	1.7956316622006974	364.53724315555365	366.3328748177544
1.5	0.8396405462050243	367.8876188665539	368.72725941275894
1.625	3.3076660640027793	365.6329425908453	368.94060865484806
1.75	8.196833968132362	359.0853077352477	367.28214170338003
1.875	14.371798871525003	349.94207977974736	364.3138786512723
2.0	20.699487113702176	340.01492292886275	360.7144100425649
2.125	26.177138776624645	330.9594496237236	357.1365884003482
2.25	30.038392420210748	324.0614331953242	354.09982561553494
2.375	31.822762065230975	320.1155316867768	351.9382937520078
2.5	31.399650511074782	319.40001551110805	350.7996660221828
2.625	28.94707243531419	321.7258882085603	350.67296064387455
2.75	24.893249836895553	326.5315777840787	351.42482762097427
2.875	19.8334261593055	333.0007645187917	352.8341906780972
3.0	14.434810059200077	340.19036174119736	354.6251718003975
3.125	9.341495453469506	347.1605179080589	356.50201336152844
3.25	5.0902667779847635	353.097098872884	358.18736565086874
3.375	2.0474887773331765	357.412746967949	359.46023574528215
3.5	0.37539169783360454	359.8107214489864	360.18611314682
3.625	0.031728744716025103	360.3000467206548	360.3317754653708
3.75	0.8005137322089003	359.1604272320013	359.96094096421024
3.875	2.3455479398062606	356.8667414310749	359.21228937088114
4.0	4.274946659928775	353.99111135356134	358.2660580134901
4.125	6.204656190377481	351.10306288708745	357.3077190774649
4.25	7.8112907793394	348.6855413840775	356.4968321634169
4.375	8.868181092008179	347.07812512231243	355.9463062143206
4.5	9.262177392561584	346.4514285620884	355.71360595464995
4.625	8.991867942901903	346.8105432468996	355.80241118980155
4.75	8.15025217693706	348.0214408353769	356.17169301231394
4.875	6.896554747350603	349.85244627948083	356.7490010268315
5.0	5.42279299240254	352.0225096023123	357.44530259471486
5.125	3.9208352492211356	354.2485307347923	358.16936598401344
5.25	2.554919212117908	356.28525667645386	358.84017588857176
5.375	1.4430290022480776	357.9532065684225	359.39623557067057
5.5	0.6485173354115504	359.15245337574953	359.8009707111611
5.625	0.1814120861789511	359.8624977467833	360.04390983296224
5.75	0.007383398736641517	360.13050146394284	360.13788486267947
5.875	0.06153203262493428	360.05156463909367	360.11309667171855
6.0	0.2639543790092649	359.7454666526891	360.00942103169837
6.125	0.5343617217385752	359.3341821414104	359.86854386314894
6.25	0.803719117455068	358.9235434252767	359.72726254273175
6.375	1.0216465156768213	358.59131535828675	359.61296187396357
6.5	1.1591664383829607	358.3825686126939	359.5417350510769
6.625	1.2074134765457167	358.3114875930089	359.51890106955466
6.75	1.1735408748698453	358.3675548354344	359.54109571030426
6.875	1.075180268881364	358.5240441236972	359.5992243925786
7.0	0.9349427951765203	358.74642441558257	359.6813672107591
7.125	0.7756467556452222	358.9994328711597	359.77507962680494
7.25	0.6162519607025699	359.2534205741296	359.8696725348322
7.375	0.46983474555179117	359.488109487008	359.9579442325598
7.5	0.34451323622675123	359.6910771175156	360.03559035374235
7.625	0.24448046331757026	359.8552030502041	360.0996835135217
7.75	0.16908746764565544	359.98032786218084	360.1494153298265
7.875	0.11348949786677583	360.07372102934	360.1872105272068
8.0	0.07284367165528674	360.1435194582587	360.216363129914
8.125	0.04484223486553997	360.193148040978	360.2379902758435
8.25	0.027274179715532545	360.22495868949136	360.2522328692069
8.375	0.01599015348578246	360.2450001418773	360.26099029536306
8.5	0.007518942259037027	360.2593838458578	360.26690278811685
8.625	0.002019524539567616	360.2685677195863	360.27058724412586
8.75	0.002804277234786321	360.26736702145104	360.27017129868585
8.875	0.014101079357809269	360.24791881927115	360.262019898629
9.0	0.03651934552201776	360.2067186036952	360.24323794921725
9.125	0.06227561169334799	360.155141965247	360.21741757694036
9.25	0.08188923052163781	360.11250599378263	360.1943952243043
9.375	0.10101514504364806	360.07609376045895	360.17710890550256
9.5	0.1405365859162614	360.01253361226696	360.15307019818323
9.625	0.20944093942787206	359.9001621672261	360.10960310665394
9.75	0.28618952382072294	359.7688531231213	360.055042646942
9.875	0.34172082836578294	359.6708851563223	360.01260598468804
10.0	0.3770598597269107	359.6134537692389	359.9905136289658
10.125	0.41915452369882594	359.55173257702256	359.97088710072137
10.25	0.474564171143108	359.4638536706828	359.9384178418259
10.375	0.507932568385596	359.40045008772114	359.9083826561067
10.5	0.4829656711867698	359.4271931284235	359.91015879961026
10.625	0.4107496704317819	359.5364999366883	359.94724960712006
10.75	0.3357182126287322	359.6565277858855	359.99224599851425
10.875	0.28170299429833556	359.7406924332084	360.0223954275067
11.0	0.23556077753780832	359.8054282334009	360.04098901093874
11.125	0.18096601721615851	359.8792420814684	360.0602080986846
