# dt=0.125 eps=0.5 size1_sp=32 size2_sp=32 size_v1=128 size_v2=128
# sp1 : from 0.0 to 12.566370614359172
# sp2 : from 0.0 to 12.566370614359172
# v1 : from -6.0 to 6.0
# v2 : from -6.0 to 6.0
# interpolation : Lagrange{Float64, true} order=5
# type=Float64 precision = 53
# timeopt=MPIOpt
# nb process : 16
typeof(data)=Array{Float64,4} size(data)=(32, 32, 128, 128)
#time	el-energy	kinetic-energy	global-energy
0.0	162.8484712980403	157.91364619607728	320.76211749411755
0.125	159.36500433000268	161.4346225299591	320.7996268599618
0.25	149.27436069619543	171.81516296993877	321.0895236661342
0.375	133.5987368653385	188.48730195044146	322.08603881577994
0.5	113.86839335322783	210.4547437204972	324.32313707372504
0.625	91.90796919525305	236.27480234524512	328.18277154049815
0.75	69.60870392224761	264.11057525780944	333.7192791800571
0.875	48.72275729491417	291.8732782127235	340.5960355076377
1.0	30.700471305901246	317.44128377075947	348.14175507666073
1.125	16.57825804289732	338.917118932614	355.49537697551136
1.25	6.917842198222667	354.8729152821654	361.7907574803881
1.375	1.7956038615248056	364.53717246074035	366.33277632226515
1.5	0.8394745860656905	367.8876663328436	368.7271409189093
1.625	3.3073074720231506	365.6331694973032	368.9404769693263
1.75	8.196338998658058	359.08565306859884	367.2819920672569
1.875	14.371407826940697	349.9422597026874	364.3136675296281
2.0	20.699652940137348	340.014374907301	360.71402784743833
2.125	26.178486829501622	330.9573628510221	357.13584968052373
2.25	30.041615492212422	324.0568700594593	354.09848555167173
2.375	31.828483222749547	320.1075976918934	351.9360809146429
2.5	31.40829865549289	319.38801872243636	350.79631737792926
2.625	28.95880339678926	321.70945193583816	350.66825533262744
2.75	24.90791315578682	326.5107130133863	351.41862616917314
2.875	19.850542462208473	332.9759479913272	352.82649045353565
3.0	14.453516142783942	340.1626705136064	354.6161866563903
3.125	9.36045417719035	347.13181317252713	356.4922673497175
3.25	5.107604910143738	353.0701534471768	358.1777583573205
3.375	2.0608595705137907	357.39115737884316	359.45201694935696
3.5	0.38222051975880245	359.798507604935	360.1807281246938
3.625	0.02961149749378492	360.30099444575853	360.3306059432523
3.75	0.7876607536405631	359.1773676172437	359.9650283708843
3.875	2.321146553579755	356.9009843316579	359.2221308852377
4.0	4.239352179438505	354.042157031136	358.28150921057454
4.125	6.159384162208851	351.16865290135945	357.3280370635683
4.25	7.758835863302038	348.7619795281179	356.5208153914199
4.375	8.811711306496665	347.1607654532887	355.97247675978537
4.5	9.20515410097299	346.5352397104677	355.7403938114407
4.625	8.937637855518775	346.8906803098961	355.8283181654149
4.75	8.10165969504439	348.0937708057099	356.19543050075424
4.875	6.8556302592806135	349.913969373811	356.7695996330916
5.0	5.390571553401865	352.0716137607775	357.46218531417935
5.125	3.897338768036611	354.2850356099244	358.182374377961
5.25	2.539297781617481	356.3102455683328	358.8495433499503
5.375	1.4338200069313976	357.96869012116406	359.40251012809546
5.5	0.6439613374740106	359.16093749277474	359.80489883024876
5.625	0.1797651523942968	359.8665327588435	360.0462979112378
5.75	0.007173361158720981	360.1322889968549	360.13946235801365
5.875	0.06172194653969742	360.05269479118306	360.11441673772276
6.0	0.26401063419133486	359.74679273357776	360.0108033677691
6.125	0.5342383927186289	359.33579467552346	359.8700330682421
6.25	0.8037379516169384	358.9249204042837	359.7286583559006
6.375	1.0222877459072264	358.591654622922	359.61394236882927
6.5	1.1608961694403364	358.3810858442655	359.5419820137058
6.625	1.2105927823153766	358.3075515001316	359.51814428244694
6.75	1.1783695215096597	358.3607820880607	359.53915160957035
6.875	1.0816798295180439	358.51430945552266	359.59598928504073
7.0	0.942813556846389	358.73407347133394	359.6768870281803
7.125	0.7841219610217843	358.98572904659505	359.76985100761686
7.25	0.6246294659245291	359.2398471941375	359.86447666006205
7.375	0.4781734082612664	359.47480566600774	359.952979074269
7.5	0.3529259786787881	359.6775881364712	360.03051411514997
7.625	0.2519776114704719	359.84296565476814	360.0949432662386
7.75	0.1745767104785814	359.97166073831653	360.1462374487951
7.875	0.11761091339765696	360.0681161656022	360.18572707899983
8.0	0.07697531808290334	360.13840871866506	360.215384036748
8.125	0.04859488098586834	360.1886700395408	360.2372649205267
8.25	0.029023166096232244	360.22414345687486	360.2531666229711
8.375	0.015679509166394424	360.2487917017249	360.26447121089126
8.5	0.006864707889154898	360.2652492411984	360.27211394908755
8.625	0.001693688753957528	360.274912884554	360.27660657330796
8.75	2.3436865852000328e-5	360.27805301406397	360.2780764509298
8.875	0.0023802140221080028	360.2739375295041	360.2763177435262
9.0	0.009841450359873763	360.261031519497	360.2708729698569
9.125	0.023821152531553716	360.2373437058268	360.26116485835837
