# dt=0.1 eps=0.5 size1_sp=64 size2_sp=64 size_v1=32 size_v2=32
# sp1 : from 0.0 to 12.566370614359172
# sp2 : from 0.0 to 12.566370614359172
# v1 : from -6.0 to 6.0
# v2 : from -6.0 to 6.0
# interpolation : Lagrange{BigFloat, true} order=31
# type=BigFloat precision = 256
# typeof(data)=Array{BigFloat,4} size(data)=(64, 64, 32, 32)
#time   el-energy       kinetic-energy  global-energy
0.0     162.84847081532047      157.91363816690782      320.76210898222826
0.1     160.61336207230903      160.1641557366464       320.7775178089554
0.2     154.0566029701504       166.8419160783947       320.8985190485451
0.3     143.6086832430714       177.71958077383596      321.3282640169074
0.4     129.93912831808237      192.40195473120252      322.34108304928486
0.5     113.89327134324425      210.31254732419083      324.2058186674351
0.6     96.41834444081397       230.6921210439658       327.11046548477975
0.7     78.48833670399651       252.6180348994533       331.1063716034498
0.8     61.03501799106375       275.0479962074795       336.08301419854325
0.9     44.88977240623592       296.88590686784477      341.7756792740807
1.0     30.738419227363416      317.06267526779703      347.80109449516044
1.1     19.089583818329306      334.62205889831085      353.71164271664014
1.2     10.256480317573866      348.800811520275        359.0572918378488
1.3     4.35182415508576        359.09323504354137      363.4450591986271
1.4     1.2954498908216374      365.2922944411864       366.58774433200807
1.5     0.8336845787529253      367.50238816128274      368.33607274003566
1.6     2.5687057585559674      366.12216498470923      368.6908707432652
1.7     5.995445427560694       361.798910501417        367.7943559289777
1.8     10.543402019999622      355.3589230942956       365.90232511429525
1.9     15.620814692854685      347.7213471247623       363.342161817617
2.0     20.658590828030288      339.80603595935895      360.46462678738925
2.1     25.15099416641685       332.4478740209977       357.59886818741455
2.2     28.689749561343202      326.3289185448029       355.0186681061461
2.3     30.988438993837402      321.935428140921        352.9238671347584
2.4     31.895078496720323      319.5410134009356       351.4360918976559
2.5     31.392318235613192      319.21223803633677      350.60455627194995
2.6     29.586276459859118      320.83058220925403      350.41685866911314
2.7     26.68615878461067       324.12475907782584      350.8109178624365
2.8     22.977360520452415      328.70889520920093      351.68625572965334
2.9     18.790805982665848      334.12379775008316      352.914603732749
3.0     14.471090753011646      339.87958304685674      354.3506737998684
3.1     10.345792696298938      345.4980480309115       355.8438407272104
3.2     6.698203963740811       350.55253946573833      357.25074342947914
3.3     3.745631256729753       354.7022573729803       358.44788862971006
3.4     1.6251202171491361      357.7175517771739       359.34267199432304
3.5     0.3878147185278538      359.4932795665184       359.8810942850463
3.6     0.0021664914027468506   360.04870605591617      360.05087254731893
3.7     0.365072429956117       359.5143656203828       359.87943805033893
3.8     1.319037869604229       358.1081886502735       359.42722651987776
3.9     2.6728761919867763      356.1047155684926       358.7775917604794
4.0     4.223329654920934       353.8016455305327       358.0249751854536
4.1     5.775258927860951       351.48791697213466      357.2631758999956
4.2     7.158566742227968       349.4168025043677       356.57536924659564
4.3     8.240657399688484       347.7863193106874       356.0269767103759
4.4     8.933863239586222       346.72787119485537      355.6617344344416
4.5     9.197808430865454       346.3028600970609       355.50066852792634
4.6     9.037114221182149       346.5062824154183       355.54339663660045
4.7     8.49520297027843        347.2759725696374       355.7711755399159
4.8     7.645236314704903       348.5059275505196       356.1511638652245
4.9     6.579392397969884       350.0619447932606       356.6413371912305
5.0     5.397716242783206       351.7977493368495       357.1954655796327
#  end
# 18108.302739 seconds (419.97 G allocations: 20.563 TiB, 41.63% gc time)


