# dt=0.1 eps=0.001 size_x=64 size_v=1024
# x : from 0.0 to 12.566370614359172
# v : from -6.0 to 6.0
# interpolation : Lagrange{BigFloat, true} order=41
# type=BigFloat precision = 256
#time	el-energy	kinetic-energy	global-energy
0.0	2.51327411294938e-5	12.566369672985495	12.566394805726624
0.1	2.4819758694287493e-5	12.56636998694845	12.566394806707144
0.2	2.3897928231751877e-5	12.56637091165904	12.566394809587273
0.3	2.2417479380775218e-5	12.56637239670767	12.566394814187051
0.4	2.0458472235634833e-5	12.566374361748377	12.566394820220612
0.5	1.8125588427887023e-5	12.566376701727721	12.566394827316149
0.6	1.5541367175194145e-5	12.566379293674595	12.56639483504177
0.7	1.2838366322448778e-5	12.566382004568952	12.566394842935274
0.8	1.0150800614264798e-5	12.566384699735032	12.566394850535646
0.9	7.606240187771977e-6	12.566387251173799	12.566394857413986
1.0	5.317939635878033e-6	12.566389545261964	12.5663948632016
1.1	3.378313434728518e-6	12.566391489299841	12.566394867613276
1.2	1.853981768000029e-6	12.566393016482365	12.566394870464134
1.3	7.826893544058129e-7	12.566394088989613	12.566394871678968
1.4	1.7225851978664748e-7	12.566394699035044	12.566394871293564
1.5	1.5875572082306952e-9	12.566394867860556	12.566394869448112
1.6	2.23557966798594e-7	12.566394642815437	12.566394866373404
1.7	7.695805864048629e-7	12.566394092790452	12.566394862371038
1.8	1.5554007122011057e-6	12.566393302388564	12.566394857789275
1.9	2.4877037891159635e-6	12.566392365292685	12.566394852996474
2.0	3.471021212857917e-6	12.56639137733291	12.566394848354122
2.1	4.4144323462759395e-6	12.566390429759137	12.566394844191484
2.2	5.23759307345513e-6	12.566389603190622	12.566394840783696
2.3	5.8756892610539325e-6	12.566388962645505	12.566394838334766
2.4	6.283009029638299e-6	12.566388553957534	12.566394836966564
2.5	6.4349424963331745e-6	12.566388401771878	12.566394836714375
2.6	6.328342165346113e-6	12.566388509186867	12.566394837529032
2.7	5.980301529151677e-6	12.566388858983697	12.566394839285225
2.8	5.425524193549884e-6	12.566389416270841	12.566394841795034
2.9	4.712552563307292e-6	12.566390132272874	12.566394844825437
3.0	3.899197166129552e-6	12.566390948921132	12.566394848118298
3.1	3.0475505883505464e-6	12.566391803860594	12.566394851411182
3.2	2.2189817388838385e-6	12.566392635475642	12.566394854457382
3.3	1.469487253528957e-6	12.566393387556424	12.566394857043678
3.4	8.457301693042254e-7	12.566394013274422	12.56639485900459
3.5	3.8202644271590594e-7	12.566394478205785	12.566394860232228
3.6	9.845391854494103e-8	12.566394762227263	12.566394860681182
3.7	1.6341509559749754e-10	12.566394860204978	12.566394860368394
3.8	7.787546069189202e-8	12.566394781492777	12.566394859368238
3.9	3.0945639192886867e-7	12.566394548347091	12.566394857803482
4.0	6.623906415628005e-7	12.566394193442388	12.56639485583303
4.1	1.0969073944510196e-6	12.566393756730177	12.566394853637572
4.2	1.5694829716666356e-6	12.566393281921405	12.566394851404377
4.3	2.03642702233393e-6	12.566392812885418	12.56639484931244
4.4	2.457270637105392e-6	12.566392390248476	12.566394847519113
4.5	2.7977058118964467e-6	12.566392048443378	12.566394846149189
4.6	3.0318746940733565e-6	12.566391813412428	12.566394845287123
4.7	3.1438689526770158e-6	12.566391701103887	12.566394844972839
4.8	3.1283688949763e-6	12.566391716832355	12.56639484520125
4.9	2.9904227939466294e-6	12.566391855502472	12.566394845925267
5.0	2.7444336823735427e-6	12.566392102628258	12.566394847061941
5.1	2.4124786241898605e-6	12.566392436022394	12.566394848501018
5.2	2.022130192675198e-6	12.566392827984929	12.566394850115122
5.3	1.6039788137277213e-6	12.566393247791874	12.566394851770687
5.4	1.1890664081482057e-6	12.566393664272319	12.566394853338727
5.5	8.064364483209186e-7	12.56639404826818	12.566394854704628
5.6	4.809845264588697e-7	12.566394374791706	12.566394855776233
5.7	2.3175935890419582e-7	12.56639462473036	12.566394856489719
